libraryName	laneNb	pipelineVersion	laneYield	clustersPF	percentPFClusters	percentQ30PF	meanScorePF	DirectoryLocation
F7-4	1	2.2	6,734	22,297,241	100	91.29	35.47	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F7-3	1	2.2	6,179	20,459,916	100	90.43	35.29	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F6-4	1	2.2	1,992	6,596,578	100	90.78	35.41	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F6-2	1	2.2	3,356	11,111,718	100	91.67	35.56	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F6-1	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F5-4	1	2.2	777	2,574,194	100	91.81	35.61	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F5-3	1	2.2	1,803	5,969,638	100	92.29	35.67	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F5-1	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F4-4	1	2.2	8,131	26,925,263	100	89.86	35.21	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F4-2	1	2.2	6,563	21,731,276	100	91.2	35.45	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F4-1	1	2.2	16,286	53,928,273	100	90.18	35.23	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C9-2	1	2.2	7,794	25,807,455	100	91.31	35.47	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C8-5	1	2.2	5,714	18,922,018	100	89.81	35.21	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C7-4	1	2.2	2,530	8,378,782	100	90.37	35.34	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C7-2	1	2.2	3,517	11,645,640	100	91.24	35.48	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C7-1	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C4-3	1	2.2	3,546	11,741,286	100	91.47	35.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C4-1	1	2.2	1,399	4,633,458	100	91.25	35.47	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M2-5	1	2.2	1,144	3,787,378	100	92.56	35.73	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M2-4	1	2.2	1,202	3,979,680	100	92.42	35.7	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A6-5	1	2.2	6,501	21,527,405	100	90.44	35.25	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A6-2	1	2.2	16,646	55,119,866	100	89.47	35.07	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A4-5	1	2.2	0	0				/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F9-3	1	2.2	6,091	20,167,767	100	89.79	35.15	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F7-5	1	2.2	26,410	87,451,755	100	89.76	35.1	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F7-2	1	2.2	13,864	45,906,112	100	89.35	34.98	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F6-5	1	2.2	20,380	67,482,567	100	90.08	35.17	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F6-3	1	2.2	23,872	79,044,991	100	89.22	35.02	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F5-5	1	2.2	10,989	36,387,524	100	91.36	35.45	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
F5-2	1	2.2	11,143	36,898,413	100	90.75	35.31	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
C6-3	1	2.2	8,604	28,489,048	100	91.18	35.46	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
M4-5	1	2.2	5,156	17,074,397	100	91.77	35.55	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230308_HMJKVDSX5_Malaysia_samples_run3/RawData
A1-1	3	2.2	1,418	4,694,302	100	86.98	34.61	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A1-2	3	2.2	3,536	11,710,112	100	87.76	34.79	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A1-3	3	2.2	4,710	15,594,469	100	87.52	34.75	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A1-4	3	2.2	5,001	16,558,989	100	87.45	34.75	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A1-5	3	2.2	5,389	17,843,357	100	87.52	34.75	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A2-1	3	2.2	3,977	13,168,149	100	87.3	34.71	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A2-2	3	2.2	6,486	21,475,671	100	86.91	34.63	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A2-3	3	2.2	6,792	22,488,852	100	86.72	34.59	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A2-4	3	2.2	4,027	13,334,279	100	87.85	34.83	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A2-5	3	2.2	2,415	7,996,197	100	87.37	34.75	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A3-1	3	2.2	5,884	19,481,931	100	87.09	34.66	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A3-2	3	2.2	4,942	16,363,870	100	86.88	34.62	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A3-3	3	2.2	3,559	11,784,594	100	84.47	34.19	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A3-4	3	2.2	7,537	24,956,343	100	86.5	34.56	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A3-5	3	2.2	5,235	17,335,299	100	86.75	34.63	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A4-1	3	2.2	2,641	8,744,480	100	88.37	34.91	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A4-2	3	2.2	6,875	22,763,511	100	85.8	34.44	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A4-3	3	2.2	5,342	17,689,663	100	87.07	34.67	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A4-4	3	2.2	6,941	22,983,094	100	86.76	34.6	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A4-5	3	2.2	16,022	53,052,698	100	87.67	34.76	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A5-1	3	2.2	3,821	12,653,439	100	86.73	34.6	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A5-2	3	2.2	3,584	11,865,960	100	86.69	34.59	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A5-3	3	2.2	4,611	15,268,721	100	88.56	34.97	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A5-4	3	2.2	14,585	48,295,073	100	86.22	34.51	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A5-5	3	2.2	1,920	6,357,281	100	87.87	34.82	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A6-1	3	2.2	6,235	20,646,826	100	88.01	34.85	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A6-2	3	2.2	6,144	20,344,186	100	87.14	34.63	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A6-3	3	2.2	4,150	13,741,637	100	87.19	34.69	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A6-4	3	2.2	4,188	13,866,481	100	86.83	34.61	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
A6-5	3	2.2	6,496	21,508,794	100	88.03	34.8	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C4-1	3	2.2	14,440	47,813,096	100	88.43	34.96	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C4-2	3	2.2	11,938	39,529,744	100	87.52	34.77	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C4-3	3	2.2	4,097	13,565,605	100	88.51	34.98	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C4-4	3	2.2	2,840	9,404,835	100	88.03	34.9	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C4-5	3	2.2	6,705	22,201,957	100	88.13	34.9	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C5-1	3	2.2	6,632	21,959,154	100	87.07	34.69	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C5-2	3	2.2	2,396	7,932,792	100	88.29	34.94	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C5-3	3	2.2	2,576	8,530,660	100	87.78	34.86	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C5-4	3	2.2	5,413	17,922,296	100	88.85	35.04	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C5-5	3	2.2	3,833	12,692,265	100	88.54	34.98	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C6-1	3	2.2	12,526	41,476,319	100	86.57	34.6	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C6-2	3	2.2	3,978	13,173,214	100	88	34.87	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C6-3	3	2.2	4,145	13,725,207	100	88.47	34.96	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C6-4	3	2.2	4,399	14,566,640	100	88.01	34.88	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C6-5	3	2.2	1,458	4,828,822	100	87.57	34.8	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C7-1	3	2.2	7,629	25,260,850	100	89.56	35.18	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C7-2	3	2.2	2,546	8,431,364	100	88.12	34.91	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C7-3	3	2.2	7,072	23,418,386	100	89	35.09	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C7-4	3	2.2	5,454	18,058,909	100	87.39	34.79	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C7-5	3	2.2	4,021	13,314,471	100	89.03	35.07	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C8-1	3	2.2	7,158	23,703,607	100	88	34.87	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C8-2	3	2.2	6,072	20,104,477	100	88.71	35.02	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C8-3	3	2.2	4,949	16,387,981	100	87.61	34.8	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C8-4	3	2.2	5,555	18,394,588	100	88.25	34.92	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C8-5	3	2.2	1,375	4,551,543	100	87.01	34.68	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C9-1	3	2.2	3,772	12,488,684	100	87.94	34.88	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C9-2	3	2.2	3,024	10,014,644	100	88.56	34.97	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C9-3	3	2.2	5,144	17,034,392	100	88.33	34.94	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C9-4	3	2.2	3,210	10,630,246	100	87.88	34.85	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
C9-5	3	2.2	6,977	23,102,595	100	88.01	34.88	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D4-1	3	2.2	2,613	8,651,570	100	88.02	34.87	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D4-2	3	2.2	6,955	23,029,680	100	86.47	34.57	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D4-3	3	2.2	2,192	7,259,856	100	89.17	35.1	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D4-4	3	2.2	2,897	9,592,238	100	89.04	35.08	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D4-5	3	2.2	6,814	22,563,228	100	87.05	34.69	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D5-1	3	2.2	6,056	20,051,487	100	87.55	34.79	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D5-2	3	2.2	2,660	8,807,240	100	88.34	34.96	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D5-3	3	2.2	3,051	10,101,487	100	85.25	34.38	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D5-4	3	2.2	2,438	8,072,917	100	89.13	35.09	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D5-5	3	2.2	2,535	8,393,312	100	88.91	35.05	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D6-1	3	2.2	4,291	14,207,824	100	89.56	35.19	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D6-2	3	2.2	6,859	22,711,607	100	88.37	34.96	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D6-3	3	2.2	3,842	12,721,916	100	87.84	34.84	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D6-4	3	2.2	3,092	10,238,296	100	88.7	35.03	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D6-5	3	2.2	2,070	6,853,572	100	89.08	35.09	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D7-1	3	2.2	3,848	12,741,875	100	88.57	35	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D7-2	3	2.2	5,132	16,993,766	100	88.19	34.91	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D7-3	3	2.2	4,267	14,129,423	100	88.46	34.97	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D7-4	3	2.2	2,026	6,707,974	100	88.59	34.99	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D7-5	3	2.2	4,945	16,375,360	100	88.75	35.03	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D8-1	3	2.2	3,117	10,322,674	100	88.97	35.08	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D8-2	3	2.2	5,147	17,042,482	100	87.82	34.86	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D8-3	3	2.2	5,434	17,992,851	100	88.38	34.95	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D8-4	3	2.2	6,051	20,035,429	100	88.3	34.94	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D8-5	3	2.2	5,124	16,968,499	100	87.65	34.82	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D9-1	3	2.2	8,907	29,493,904	100	86.94	34.67	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D9-2	3	2.2	2,774	9,186,267	100	88.33	34.93	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D9-3	3	2.2	3,062	10,140,092	100	88.16	34.89	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D9-4	3	2.2	3,905	12,931,709	100	87.89	34.86	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
D9-5	3	2.2	4,458	14,760,143	100	86.73	34.61	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F4-1	3	2.2	4,570	15,132,704	100	87.29	34.69	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F4-2	3	2.2	3,684	12,197,967	100	88.41	34.93	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F4-3	3	2.2	9,188	30,423,684	100	86.86	34.61	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F4-4	3	2.2	4,761	15,766,527	100	86.83	34.64	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F4-5	3	2.2	3,945	13,063,755	100	86.55	34.57	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F5-1	3	2.2	6,471	21,428,246	100	87.63	34.85	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F5-2	3	2.2	5,104	16,900,606	100	88.51	34.89	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F5-3	3	2.2	4,490	14,867,658	100	89.44	35.15	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F5-4	3	2.2	4,825	15,977,993	100	89.04	35.11	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F5-5	3	2.2	4,533	15,008,393	100	89.1	35.02	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F6-1	3	2.2	17,658	58,469,901	100	87.37	34.72	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F6-2	3	2.2	3,335	11,043,896	100	88.76	35.03	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F6-3	3	2.2	7,743	25,640,552	100	86.98	34.6	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F6-4	3	2.2	5,931	19,639,871	100	87.82	34.86	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F6-5	3	2.2	8,978	29,726,981	100	87.66	34.71	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F7-1	3	2.2	4,896	16,212,041	100	87.28	34.71	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F7-2	3	2.2	6,150	20,362,698	100	86.98	34.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F7-3	3	2.2	7,327	24,262,665	100	87.44	34.73	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F7-4	3	2.2	2,205	7,300,313	100	88.77	35	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
